Cidade;UF;Longitude;Latitude
Mendonça;SP;-49.579059;-21.175724
Sales;SP;-49.489658;-21.342738
Irapuã;SP;-49.416398;-21.276832
Nova Aliança;SP;-49.498642;-21.015649
Urupês;SP;-49.293103;-21.203207
Potirendaba;SP;-49.381509;-21.042789
Cerqueira César;SP;-49.165524;-23.037999
Águas de Santa Bárbara;SP;-49.242133;-22.881186
Iaras;SP;-49.163377;-22.868199
Borebi;SP;-48.970749;-22.572763
Lençóis Paulista;SP;-48.803683;-22.602693
Piratininga;SP;-49.133869;-22.414160
Bauru;SP;-49.087142;-22.324569
Agudos;SP;-48.986320;-22.469433
Pederneiras;SP;-48.778113;-22.351086
Arealva;SP;-48.913511;-22.031026
Boracéia;SP;-48.780751;-22.192645
Pratânia;SP;-48.663618;-22.811183
Areiópolis;SP;-48.668052;-22.667216
São Manuel;SP;-48.572316;-22.732081
Botucatu;SP;-48.443706;-22.883697
Macatuba;SP;-48.710229;-22.500220
Igaraçu do Tietê;SP;-48.559672;-22.509044
Itaju;SP;-48.811549;-21.985691
Ibitinga;SP;-48.831903;-21.756230
Itápolis;SP;-48.814910;-21.594224
Novo Horizonte;SP;-49.223409;-21.465145
Marapoama;SP;-49.129968;-21.258719
Itajobi;SP;-49.062863;-21.312294
Ibirá;SP;-49.244833;-21.083032
Elisiário;SP;-49.114594;-21.167754
Catiguá;SP;-49.061620;-21.051861
Santa Adélia;SP;-48.806340;-21.242662
Catanduva;SP;-48.977015;-21.131381
Pindorama;SP;-48.908610;-21.185300
Novais;SP;-48.914091;-20.989280
Ariranha;SP;-48.790418;-21.187160
Embaúba;SP;-48.832452;-20.979595
Palmares Paulista;SP;-48.803656;-21.085369
Paraíso;SP;-48.776105;-21.015911
Nova Europa;SP;-48.570468;-21.776470
Tabatinga;SP;-48.689577;-21.723863
Boa Esperança do Sul;SP;-48.390622;-21.991832
Gavião Peixoto;SP;-48.495660;-21.836658
Dobrada;SP;-48.393476;-21.515533
Matão;SP;-48.363968;-21.602511
Cândido Rodrigues;SP;-48.632719;-21.327531
Fernando Prestes;SP;-48.687384;-21.266061
Taquaritinga;SP;-48.510345;-21.404861
Monte Alto;SP;-48.497066;-21.265545
Vista Alegre do Alto;SP;-48.628383;-21.169222
Pirangi;SP;-48.660733;-21.088600
Taiaçu;SP;-48.511203;-21.143144
Santa Ernestina;SP;-48.395317;-21.461769
Jaboticabal;SP;-48.325223;-21.252037
Taiúva;SP;-48.452816;-21.122333
Taquaral;SP;-48.412553;-21.073730
Cajati;SP;-48.122347;-24.732390
Jacupiranga;SP;-48.006402;-24.696326
Cananéia;SP;-47.934074;-25.014428
Pariquera-Açu;SP;-47.874152;-24.714652
Eldorado;SP;-48.114085;-24.528090
Sete Barras;SP;-47.927943;-24.382048
Registro;SP;-47.844895;-24.497942
Ilha Comprida;SP;-47.538275;-24.730743
Iguape;SP;-47.553659;-24.699015
Juquiá;SP;-47.642640;-24.310084
Miracatu;SP;-47.462458;-24.276639
Pedro de Toledo;SP;-47.235370;-24.276391
São Miguel Arcanjo;SP;-47.993549;-23.878197
Pilar do Sul;SP;-47.722151;-23.807716
Sarapuí;SP;-47.824863;-23.639740
Guareí;SP;-48.183715;-23.371359
Itapetininga;SP;-48.048326;-23.588607
Torre de Pedra;SP;-48.195507;-23.246173
Porangaba;SP;-48.119464;-23.176150
Quadra;SP;-48.054657;-23.299332
Alambari;SP;-47.897971;-23.550338
Tatuí;SP;-47.846120;-23.348731
Capela do Alto;SP;-47.738834;-23.468471
Cesário Lange;SP;-47.954453;-23.226035
Pereiras;SP;-47.972005;-23.080370
Jumirim;SP;-47.786821;-23.088361
Cerquilho;SP;-47.745862;-23.166487
Tietê;SP;-47.716378;-23.110098
Tapiraí;SP;-47.506248;-23.961157
Salto de Pirapora;SP;-47.574322;-23.647387
Piedade;SP;-47.425572;-23.713941
Ibiúna;SP;-47.223037;-23.659610
Araçoiaba da Serra;SP;-47.616605;-23.502901
Iperó;SP;-47.692717;-23.351296
Boituva;SP;-47.678574;-23.285531
Porto Feliz;SP;-47.525120;-23.209318
Votorantim;SP;-47.438753;-23.544590
Sorocaba;SP;-47.445073;-23.496886
Alumínio;SP;-47.254571;-23.530553
Itu;SP;-47.292688;-23.254397
Salto;SP;-47.293087;-23.199592
Indaiatuba;SP;-47.210093;-23.081591
Itariri;SP;-47.173619;-24.283404
Peruíbe;SP;-47.001200;-24.311974
Itanhaém;SP;-46.787986;-24.173633
Juquitiba;SP;-47.065332;-23.924381
São Lourenço da Serra;SP;-46.943160;-23.849134
Vargem Grande Paulista;SP;-47.022038;-23.599338
Embu-Guaçu;SP;-46.813593;-23.829717
Cotia;SP;-46.919020;-23.602177
Itapecerica da Serra;SP;-46.857193;-23.716135
Embu;SP;-46.857854;-23.643717
Taboão da Serra;SP;-46.752637;-23.601867
Mairinque;SP;-47.184995;-23.539822
São Roque;SP;-47.135670;-23.522598
Araçariguama;SP;-47.060825;-23.436597
Itapevi;SP;-46.932747;-23.548774
Pirapora do Bom Jesus;SP;-46.999103;-23.396487
Cabreúva;SP;-47.136251;-23.305330
Itupeva;SP;-47.059262;-23.152635
Louveira;SP;-46.948369;-23.085572
Jandira;SP;-46.902314;-23.527537
Barueri;SP;-46.879042;-23.505689
Carapicuíba;SP;-46.840676;-23.523471
Santana de Parnaíba;SP;-46.922215;-23.442514
Cajamar;SP;-46.878146;-23.355014
Osasco;SP;-46.791555;-23.532390
Caieiras;SP;-46.739740;-23.360729
Várzea Paulista;SP;-46.823444;-23.213582
Jundiaí;SP;-46.897358;-23.185218
Franco da Rocha;SP;-46.729011;-23.322882
Francisco Morato;SP;-46.744781;-23.279248
Campo Limpo Paulista;SP;-46.788919;-23.207791
Jarinu;SP;-46.728015;-23.103855
Mongaguá;SP;-46.626526;-24.080901
Praia Grande;SP;-46.412057;-24.008378
Cubatão;SP;-46.423968;-23.891121
Diadema;SP;-46.620520;-23.681347
São Bernardo do Campo;SP;-46.564617;-23.691412
Santo André;SP;-46.543154;-23.673730
São Caetano do Sul;SP;-46.554797;-23.622870
Mauá;SP;-46.461263;-23.667670
Ribeirão Pires;SP;-46.405805;-23.706669
São Vicente;SP;-46.388333;-23.957353
Santos;SP;-46.335042;-23.953543
Guarujá;SP;-46.257959;-23.988798
Rio Grande da Serra;SP;-46.397084;-23.743724
Paulínia;SP;-47.148776;-22.754178
Artur Nogueira;SP;-47.172679;-22.572737
Jaguariúna;SP;-46.985062;-22.703740
Holambra;SP;-47.048694;-22.640513
Itatiba;SP;-46.846353;-23.003497
Ituiutaba;MG;-49.463945;-18.977191
Cedral;SP;-49.266426;-20.900949
Uchoa;SP;-49.171295;-20.951106
Guapiaçu;SP;-49.217201;-20.795885
Tabapuã;SP;-49.030740;-20.960171
Altair;SP;-49.057073;-20.524207
Olímpia;SP;-48.910625;-20.736634
Cajobi;SP;-48.806336;-20.877287
Severínia;SP;-48.805380;-20.810753
Guaraci;SP;-48.939107;-20.497660
Icém;SP;-49.191546;-20.339067
Nova Ponte;MG;-47.677947;-19.146096
Santa Juliana;MG;-47.532251;-19.310772
Pedrinópolis;MG;-47.457888;-19.224098
Romaria;MG;-47.578221;-18.883807
Iraí de Minas;MG;-47.460972;-18.981948
Perdizes;MG;-47.296299;-19.343379
São Tomás de Aquino;MG;-47.096195;-20.779063
Santa Cruz da Conceição;SP;-47.451196;-22.140542
Araras;SP;-47.384235;-22.357238
Engenheiro Coelho;SP;-47.211045;-22.483573
Leme;SP;-47.384109;-22.180857
Araraquara;SP;-48.178014;-21.784511
Ibaté;SP;-47.988211;-21.958358
Américo Brasiliense;SP;-48.114670;-21.728771
Motuca;SP;-48.153764;-21.510287
Santa Lúcia;SP;-48.088469;-21.684982
Rincão;SP;-48.072838;-21.589429
São Carlos;SP;-47.885971;-22.017395
Guariba;SP;-48.231580;-21.359380
Guatapará;SP;-48.035588;-21.494444
Pradópolis;SP;-48.067869;-21.362578
Barrinha;SP;-48.163614;-21.186374
Pitangueiras;SP;-48.220951;-21.013203
Dumont;SP;-47.975622;-21.232401
Sertãozinho;SP;-47.987496;-21.131596
Pontal;SP;-48.042261;-21.021565
Cravinhos;SP;-47.732427;-21.337959
Ribeirão Preto;SP;-47.809875;-21.169923
Jardinópolis;SP;-47.760583;-21.017612
Descalvado;SP;-47.618105;-21.900211
Porto Ferreira;SP;-47.487034;-21.849814
Luís Antônio;SP;-47.700838;-21.550625
Santa Rita do Passa Quatro;SP;-47.478000;-21.708323
Pirassununga;SP;-47.425746;-21.995982
Santa Cruz das Palmeiras;SP;-47.248023;-21.823475
Tambaú;SP;-47.270344;-21.702920
São Simão;SP;-47.551755;-21.473171
Serra Azul;SP;-47.560243;-21.307381
Serrana;SP;-47.595239;-21.204336
Brodowski;SP;-47.657217;-20.984532
Santa Rosa de Viterbo;SP;-47.362213;-21.477568
Santa Cruz da Esperança;SP;-47.430381;-21.295065
Cajuru;SP;-47.303022;-21.274934
Altinópolis;SP;-47.371200;-21.021364
Campinas;SP;-47.065950;-22.905346
Valinhos;SP;-46.997367;-22.969805
Vinhedo;SP;-46.983312;-23.030184
Morungaba;SP;-46.789601;-22.881071
Tuiuti;SP;-46.693746;-22.819324
Pedreira;SP;-46.894846;-22.741347
Santo Antônio de Posse;SP;-46.919190;-22.602873
Amparo;SP;-46.772022;-22.708790
Monte Alegre do Sul;SP;-46.680980;-22.681699
Serra Negra;SP;-46.703271;-22.613941
Conchal;SP;-47.172927;-22.337512
Moji Mirim;SP;-46.950514;-22.431878
Mogi Guaçu;SP;-46.942800;-22.367453
Estiva Gerbi;SP;-46.948111;-22.271314
Aguaí;SP;-46.973502;-22.057207
Itapira;SP;-46.822434;-22.435731
Espírito Santo do Pinhal;SP;-46.747670;-22.190871
Santo Antônio do Jardim;SP;-46.684487;-22.112076
Bragança Paulista;SP;-46.541880;-22.952681
Vargem;SP;-46.412447;-22.887046
Gurinhatã;MG;-49.787631;-19.214281
Fronteira;MG;-49.198423;-20.274848
Frutal;MG;-48.935497;-20.025875
Monte Azul Paulista;SP;-48.638717;-20.906490
Colina;SP;-48.538670;-20.711443
Barretos;SP;-48.569832;-20.553146
Bebedouro;SP;-48.479083;-20.949077
Viradouro;SP;-48.292974;-20.873382
Terra Roxa;SP;-48.331442;-20.787015
Jaborandi;SP;-48.411167;-20.688422
Planura;MG;-48.700001;-20.137601
Cana Verde;MG;-45.180062;-21.023207
Perdões;MG;-45.089582;-21.093225
Canas;SP;-45.052117;-22.700344
Cachoeira Paulista;SP;-45.015384;-22.666498
Cruzeiro;SP;-44.968960;-22.572764
Lavrinhas;SP;-44.902359;-22.570047
Silveiras;SP;-44.852157;-22.663840
Areias;SP;-44.699240;-22.578597
São José do Barreiro;SP;-44.577437;-22.641353
Passa Quatro;MG;-44.970926;-22.387076
Itanhandu;MG;-44.938243;-22.294191
Itamonte;MG;-44.868021;-22.285912
São Sebastião do Rio Verde;MG;-44.976116;-22.218293
Pouso Alto;MG;-44.974813;-22.196370
São Lourenço;MG;-45.050597;-22.116588
Soledade de Minas;MG;-45.046417;-22.055432
Queluz;SP;-44.778105;-22.531171
Itatiaia;RJ;-44.567485;-22.489710
Alagoa;MG;-44.641344;-22.170976
Angra dos Reis;RJ;-44.319560;-23.001074
Arapeí;SP;-44.444127;-22.671744
Bananal;SP;-44.328114;-22.681932
Jaíba;MG;-43.668802;-15.343224
Pedro Canário;ES;-39.957365;-18.300418
Carlos Chagas;MG;-40.772276;-17.697335
Machacalis;MG;-40.724476;-17.072273
Santa Helena de Minas;MG;-40.672720;-16.970719
Umburatiba;MG;-40.577937;-17.254804
Bertópolis;MG;-40.579973;-17.059009
Serra dos Aimorés;MG;-40.245252;-17.787172
Lajedão;BA;-40.338307;-17.605641
Ibirapuã;BA;-40.112907;-17.683151
Medeiros Neto;BA;-40.223776;-17.370676
Altamira do Maranhão;MA;-45.470616;-4.165980
Vitorino Freire;MA;-45.250524;-4.281836
Olho d'Água das Cunhãs;MA;-45.116312;-4.134174
Satubinha;MA;-45.245716;-4.049131
Bela Vista do Maranhão;MA;-45.307487;-3.726175
Pio XII;MA;-45.175942;-3.893151
Bom Jardim;MA;-45.606004;-3.541290
Santa Inês;MA;-45.377450;-3.651118
Pindaré-Mirim;MA;-45.341988;-3.609851
Monção;MA;-45.249600;-3.481254
Igarapé do Meio;MA;-45.211372;-3.657714
Porto Firme;MG;-43.083410;-20.664191
Guaraciaba;MG;-43.009389;-20.571571
Ouro Preto;MG;-43.512045;-20.379570
Mariana;MG;-43.414034;-20.376514
Caputira;MG;-42.268320;-20.170342
Vermelho Novo;MG;-42.268797;-20.040618
São João do Manhuaçu;MG;-42.153283;-20.393315
Luisburgo;MG;-42.097642;-20.446753
Alto Jequitibá;MG;-41.966988;-20.420845
Manhumirim;MG;-41.958933;-20.359116
Manhuaçu;MG;-42.027987;-20.257226
Reduto;MG;-41.984835;-20.240089
Santa Bárbara do Leste;MG;-42.145746;-19.975295
Simonésia;MG;-42.009052;-20.134097
São Domingos do Prata;MG;-42.971031;-19.867822
Dionísio;MG;-42.770087;-19.843252
Marliéria;MG;-42.732693;-19.709601
Antônio Dias;MG;-42.873243;-19.649096
Jaguaraçu;MG;-42.749820;-19.647001
São José do Goiabal;MG;-42.703550;-19.921431
Timóteo;MG;-42.647130;-19.581086
Coronel Fabriciano;MG;-42.627585;-19.517879
Pinhalzinho;SP;-46.589679;-22.781115
Pedra Bela;SP;-46.445550;-22.790174
Socorro;SP;-46.525118;-22.590264
Piracaia;SP;-46.359374;-23.052545
Joanópolis;SP;-46.274118;-22.926999
Extrema;MG;-46.317816;-22.853991
Toledo;MG;-46.372772;-22.742133
Munhoz;MG;-46.361970;-22.609172
Itapeva;MG;-46.224053;-22.766488
Camanducaia;MG;-46.149444;-22.751534
Senador Amaral;MG;-46.176329;-22.586897
Lindóia;SP;-46.650035;-22.522562
Águas de Lindóia;SP;-46.631441;-22.473305
Monte Sião;MG;-46.572980;-22.433538
Jacutinga;MG;-46.616575;-22.285970
Albertina;MG;-46.613912;-22.201775
Andradas;MG;-46.572372;-22.069487
Ibitiúra de Minas;MG;-46.436810;-22.060402
Bueno Brandão;MG;-46.349102;-22.438321
Inconfidentes;MG;-46.326412;-22.313561
Bom Repouso;MG;-46.144036;-22.467494
Ouro Fino;MG;-46.371599;-22.277868
Santa Rita de Caldas;MG;-46.338501;-22.029192
Borda da Mata;MG;-46.165349;-22.270701
Senador José Bento;MG;-46.179226;-22.163327
Ipuiúna;MG;-46.191495;-22.101264
Casa Branca;SP;-47.085245;-21.770810
Itobi;SP;-46.974300;-21.730853
São João da Boa Vista;SP;-46.794356;-21.970747
Vargem Grande do Sul;SP;-46.891286;-21.832194
Águas da Prata;SP;-46.717622;-21.931935
São Sebastião da Grama;SP;-46.820753;-21.704109
São José do Rio Pardo;SP;-46.887303;-21.595288
Divinolândia;SP;-46.736128;-21.663709
Cássia dos Coqueiros;SP;-47.164327;-21.280082
Mococa;SP;-47.002405;-21.464731
Arceburgo;MG;-46.940056;-21.358984
Santo Antônio da Alegria;SP;-47.146372;-21.086449
Monte Santo de Minas;MG;-46.975314;-21.187310
Itamogi;MG;-47.045962;-21.075824
Guaranésia;MG;-46.796352;-21.300921
Tapiratiba;SP;-46.744825;-21.471324
Guaxupé;MG;-46.708053;-21.305007
Jacuí;MG;-46.735880;-21.013662
Poços de Caldas;MG;-46.569184;-21.779975
Caconde;SP;-46.643659;-21.527995
Caldas;MG;-46.384314;-21.918309
Bandeira do Sul;MG;-46.383347;-21.730798
Botelhos;MG;-46.391006;-21.641157
Campestre;MG;-46.238080;-21.707874
Divisa Nova;MG;-46.190385;-21.509160
Juruaia;MG;-46.573541;-21.249310
Muzambinho;MG;-46.521300;-21.369155
São Pedro da União;MG;-46.612300;-21.130975
Nova Resende;MG;-46.415732;-21.128612
Bom Jesus da Penha;MG;-46.517369;-21.014786
Cabo Verde;MG;-46.391857;-21.469945
Monte Belo;MG;-46.363462;-21.327084
Areado;MG;-46.142071;-21.357186
Alterosa;MG;-46.138666;-21.248752
Conceição da Aparecida;MG;-46.204910;-21.096024
Lourdes;SP;-50.226274;-20.966025
Nova Luzitânia;SP;-50.261683;-20.855967
Turiúba;SP;-50.113490;-20.942758
Monções;SP;-50.097537;-20.850949
Gastão Vidigal;SP;-50.191183;-20.794776
Magda;SP;-50.230542;-20.644497
Floreal;SP;-50.151282;-20.675193
Macaubal;SP;-49.968732;-20.802153
União Paulista;SP;-49.902509;-20.886227
Poloni;SP;-49.825756;-20.782909
Nhandeara;SP;-50.043596;-20.694550
Sebastianópolis do Sul;SP;-49.924997;-20.652323
Fernandópolis;SP;-50.247115;-20.280556
Meridiano;SP;-50.181055;-20.357874
Valentim Gentil;SP;-50.088928;-20.421681
Pedranópolis;SP;-50.112937;-20.247378
Indiaporã;SP;-50.290856;-19.978952
Macedônia;SP;-50.197269;-20.144375
Mira Estrela;SP;-50.139039;-19.978925
Votuporanga;SP;-49.978112;-20.423659
Parisi;SP;-50.016277;-20.303397
Congonhal;MG;-46.043031;-22.148753
Pouso Alegre;MG;-45.938935;-22.226590
Espírito Santo do Dourado;MG;-45.954770;-22.045368
Conceição dos Ouros;MG;-45.799599;-22.407845
Cachoeira de Minas;MG;-45.780866;-22.351107
São Sebastião da Bela Vista;MG;-45.754639;-22.158327
Silvianópolis;MG;-45.838517;-22.027410
Santa Rita do Sapucaí;MG;-45.703405;-22.246141
Careaçu;MG;-45.696011;-22.042379
Taubaté;SP;-45.559260;-23.010414
Tremembé;SP;-45.547526;-22.957140
Pindamonhangaba;SP;-45.461264;-22.924630
Campos do Jordão;SP;-45.583337;-22.729618
Roseira;SP;-45.306993;-22.893834
Potim;SP;-45.255205;-22.834327
Aparecida;SP;-45.232496;-22.849509
Guaratinguetá;SP;-45.193788;-22.807534
Lorena;SP;-45.119680;-22.733380
Piquete;SP;-45.186919;-22.606881
Brasópolis;MG;-45.612995;-22.470019
Piranguçu;MG;-45.494528;-22.524932
Piranguinho;MG;-45.532405;-22.394961
São José do Alegre;MG;-45.525837;-22.324269
Itajubá;MG;-45.459818;-22.422481
Wenceslau Braz;MG;-45.362636;-22.536836
Maria da Fé;MG;-45.377277;-22.304417
Natércia;MG;-45.512284;-22.115754
Heliodora;MG;-45.545325;-22.064401
Pedralva;MG;-45.465386;-22.238645
Conceição das Pedras;MG;-45.456238;-22.157647
Delfim Moreira;MG;-45.279231;-22.503632
Marmelópolis;MG;-45.164541;-22.447004
Virgínia;MG;-45.096463;-22.326424
Cristina;MG;-45.267266;-22.207982
Olímpio Noronha;MG;-45.265726;-22.068548
Dom Viçoso;MG;-45.164317;-22.251110
Álvares Florence;SP;-49.914126;-20.320341
Cardoso;SP;-49.918322;-20.080031
Nipoã;SP;-49.783278;-20.911397
Monte Aprazível;SP;-49.718420;-20.768015
Neves Paulista;SP;-49.635767;-20.842992
Jaci;SP;-49.579732;-20.880468
Bálsamo;SP;-49.586487;-20.734843
Cosmorama;SP;-49.782747;-20.475472
Tanabi;SP;-49.656319;-20.622790
Bady Bassitt;SP;-49.438500;-20.919689
Mirassol;SP;-49.520610;-20.816874
São José do Rio Preto;SP;-49.375767;-20.811289
Mirassolândia;SP;-49.461726;-20.617859
Ipiguá;SP;-49.384161;-20.655734
Onda Verde;SP;-49.292925;-20.604230
Nova Granada;SP;-49.312268;-20.532074
Américo de Campos;SP;-49.735904;-20.298476
Pontes Gestal;SP;-49.706355;-20.172692
Riolândia;SP;-49.683582;-19.986789
Palestina;SP;-49.430854;-20.390046
Orindiúva;SP;-49.346395;-20.186070
Paulo de Faria;SP;-49.400013;-20.029612
Iturama;MG;-50.196560;-19.727566
São Francisco de Sales;MG;-49.772693;-19.861122
Itapagipe;MG;-49.378137;-19.906163
Campina Verde;MG;-49.486247;-19.538150
Colômbia;SP;-48.686468;-20.176771
Guaíra;SP;-48.311970;-20.319591
Comendador Gomes;MG;-49.078894;-19.697342
Prata;MG;-48.927625;-19.308607
Pirajuba;MG;-48.702690;-19.909206
Campo Florido;MG;-48.571623;-19.763085
Conceição das Alagoas;MG;-48.383940;-19.917155
Veríssimo;MG;-48.311845;-19.665740
Uberlândia;MG;-48.274934;-18.914142
Santa Vitória;MG;-50.120759;-18.841398
Gouvelândia;GO;-50.080499;-18.623801
Ipiaçu;MG;-49.943614;-18.692716
Inaciolândia;GO;-49.988758;-18.486896
Castelândia;GO;-50.203036;-18.092103
Turvelândia;GO;-50.302376;-17.850215
Capinópolis;MG;-49.570618;-18.686221
Cachoeira Dourada;MG;-49.503876;-18.516147
Cachoeira Dourada;GO;-49.476603;-18.485893
Bom Jesus de Goiás;GO;-49.739990;-18.217254
Panamá;GO;-49.354994;-18.178264
Goiatuba;GO;-49.365807;-18.010531
Porteirão;GO;-50.165322;-17.814280
Edéia;GO;-49.929544;-17.340601
Jandaia;GO;-50.145322;-17.048144
Palminópolis;GO;-50.165240;-16.792430
Indiara;GO;-49.986162;-17.138739
Palmeiras de Goiás;GO;-49.924029;-16.804446
Vicentinópolis;GO;-49.804747;-17.732204
Joviânia;GO;-49.619687;-17.801983
Edealina;GO;-49.664401;-17.423942
Aloândia;GO;-49.476895;-17.729197
Pontalina;GO;-49.448940;-17.522513
Varjão;GO;-49.631229;-17.047062
Cezarina;GO;-49.775814;-16.971829
Mairipotaba;GO;-49.489819;-17.297538
Cromínia;GO;-49.379778;-17.288322
Aragoiânia;GO;-49.447649;-16.908699
Guapó;GO;-49.534531;-16.829656
Canápolis;MG;-49.203550;-18.721229
Centralina;MG;-49.201397;-18.585217
Araporã;MG;-49.184746;-18.435727
Itumbiara;GO;-49.215845;-18.409267
Monte Alegre de Minas;MG;-48.881023;-18.869048
Buriti Alegre;GO;-49.040441;-18.137788
Água Limpa;GO;-48.760304;-18.077082
Tupaciguara;MG;-48.698540;-18.586591
Corumbaíba;GO;-48.562607;-18.141487
Marzagão;GO;-48.641519;-17.982978
Nova Aurora;GO;-48.255172;-18.059652
Morrinhos;GO;-49.105908;-17.733369
Rio Quente;GO;-48.772462;-17.773988
Piracanjuba;GO;-49.017010;-17.302038
Professor Jamil;GO;-49.244004;-17.249665
Hidrolândia;GO;-49.226535;-16.962587
Aparecida de Goiânia;GO;-49.246856;-16.819804
Bela Vista de Goiás;GO;-48.951307;-16.969295
Nuporanga;SP;-47.742942;-20.729619
São Joaquim da Barra;SP;-47.859316;-20.581158
Ipuã;SP;-48.012881;-20.443785
Água Comprida;MG;-48.106879;-20.057570
Miguelópolis;SP;-48.030997;-20.179612
Guará;SP;-47.823626;-20.430162
Ituverava;SP;-47.790207;-20.335465
Aramina;SP;-47.787251;-20.088152
Delta;MG;-47.784080;-19.972143
Igarapava;SP;-47.746576;-20.040687
Batatais;SP;-47.592149;-20.892867
São José da Bela Vista;SP;-47.642413;-20.593548
Ribeirão Corrente;SP;-47.590394;-20.457872
Restinga;SP;-47.483254;-20.605593
Franca;SP;-47.403861;-20.535230
Patrocínio Paulista;SP;-47.280124;-20.638361
Itirapuã;SP;-47.219446;-20.641585
Buritizal;SP;-47.709636;-20.191084
Jeriquara;SP;-47.591835;-20.311567
Pedregulho;SP;-47.477450;-20.253468
Conquista;MG;-47.549196;-19.931182
Cristais Paulista;SP;-47.420915;-20.403569
Claraval;MG;-47.276828;-20.397011
Rifaina;SP;-47.429109;-20.080256
Uberaba;MG;-47.938073;-19.747205
Indianópolis;MG;-47.915457;-19.034141
Sacramento;MG;-47.450823;-19.862172
Itaú de Minas;MG;-46.752512;-20.737499
Cássia;MG;-46.920122;-20.583061
Delfinópolis;MG;-46.845554;-20.346770
Passos;MG;-46.609008;-20.719271
São João Batista do Glória;MG;-46.507966;-20.634996
Alpinópolis;MG;-46.387797;-20.863059
São José da Barra;MG;-46.312968;-20.717808
Vargem Bonita;MG;-46.368824;-20.333265
São Roque de Minas;MG;-46.363873;-20.249014
Medeiros;MG;-46.218053;-19.986510
Araxá;MG;-46.943804;-19.590176
Tapira;MG;-46.826397;-19.916619
Patrocínio;MG;-46.993419;-18.937867
Serra do Salitre;MG;-46.696053;-19.108334
Cruzeiro da Fortaleza;MG;-46.666891;-18.944029
Ibiá;MG;-46.547406;-19.474948
Pratinha;MG;-46.375537;-19.738975
Campos Altos;MG;-46.172545;-19.691378
Rio Paranaíba;MG;-46.245482;-19.186138
Carmo do Paranaíba;MG;-46.316735;-18.990952
Arapuá;MG;-46.148403;-19.026816
Araguari;MG;-48.193392;-18.645575
Cascalho Rico;MG;-47.871643;-18.577169
Grupiara;MG;-47.731787;-18.500302
Três Ranchos;GO;-47.775977;-18.353897
Anhanguera;GO;-48.220363;-18.333875
Cumari;GO;-48.151134;-18.264437
Goiandira;GO;-48.087453;-18.135158
Catalão;GO;-47.944043;-18.165633
Ouvidor;GO;-47.835480;-18.227669
João Pinheiro;MG;-46.171540;-17.739768
Biritiba-Mirim;SP;-46.040700;-23.569774
Guararema;SP;-46.036946;-23.411195
Santa Branca;SP;-45.887521;-23.393311
Jacareí;SP;-45.965814;-23.298290
São José dos Campos;SP;-45.884115;-23.189554
Salesópolis;SP;-45.846530;-23.528805
Paraibuna;SP;-45.663943;-23.387213
Jambeiro;SP;-45.694214;-23.252217
Caçapava;SP;-45.707645;-23.099204
São Sebastião;SP;-45.414314;-23.795059
Ilhabela;SP;-45.355226;-23.778533
Caraguatatuba;SP;-45.412533;-23.612535
Natividade da Serra;SP;-45.446764;-23.370665
Redenção da Serra;SP;-45.542220;-23.263763
São Luís do Paraitinga;SP;-45.308990;-23.220521
Lagoinha;SP;-45.194415;-23.084621
Ubatuba;SP;-45.083415;-23.433162
Cunha;SP;-44.957559;-23.073100
Parati;RJ;-44.716591;-23.222406
Córrego do Bom Jesus;MG;-46.024113;-22.626882
Consolação;MG;-45.925459;-22.549290
Monteiro Lobato;SP;-45.840661;-22.954413
Santo Antônio do Pinhal;SP;-45.663000;-22.827000
